,,,,,,,,,
Licencias Emitidas 2022-2025,,,,,,,,,
Fecha de Emisión,Mes,Año,Provincia,Municipio,Barrio/Sector,Número de Licencia,Tipologia,Metros Cuadrados,Inversión Total
04/17/2023,ABRIL,2023,SANTIAGO,SANTIAGO,EL DORADO II,23135 RN,APARTAMENTOS,3936.44,242484704
04/18/2023,ABRIL,2023,ESPAILLAT,MOCA,LOS PAULINO,23083 RN,ALBERGUES,1861.99,114698584
04/18/2023,ABRIL,2023,PUERTO PLATA,VILLA MONTELLANO,PLANTATION BY STAR HILLS,23136 RN,APARTAMENTOS,1005.22,61921552
04/19/2023,ABRIL,2023,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMÁN,RENACIMIENTO,93913,COMERCIAL Y OFICINAS,1008.99,62153784
04/19/2023,ABRIL,2023,ESPAILLAT,MOCA,VILLA DELIA,23138 RN,APARTAMENTOS,5552.32,342022912
04/19/2023,ABRIL,2023,LA ALTAGRACIA,HIGÜEY,PUNTA CANA,00143 RY,ESTRUCTURAS ESPECIALES,2001,123261600
04/19/2023,ABRIL,2023,LA ALTAGRACIA,HIGÜEY,UVERO ALTO,00144 RY,COMBINADOS,5824.36,358780576
04/19/2023,ABRIL,2023,SANTIAGO,SANTIAGO,PONTEZUELA AL MEDIO,23137 RN,APARTAMENTOS,382.12,23538592
04/20/2023,ABRIL,2023,PUERTO PLATA,SOSÚA,LA MULATA,23140 RN,APARTAMENTOS,783.12,48240192
04/20/2023,ABRIL,2023,SANTIAGO,SANTIAGO,GURABO,23139 RN,APARTAMENTOS,2345.38,144475408
04/21/2023,ABRIL,2023,DUARTE,SAN FRANCISCO DE MACORÍS,URBANIZACIÓN LA CAPERUZA,400 RNE,APARTAMENTOS,1191.68,73407488
04/21/2023,ABRIL,2023,LA VEGA,LA VEGA,PONTÓN,00200 RCS,APARTAMENTOS,1295.41,79797256
04/21/2023,ABRIL,2023,SANTIAGO,SANTIAGO,LOS SAMANES,23141 RN,VIVIENDAS,339.26,20898416
04/21/2023,ABRIL,2023,SANTO DOMINGO,PEDRO BRAND,PEDRO BRAND,56862-D-R,ESTRUCTURAS ESPECIALES,0,0
04/21/2023,ABRIL,2023,SANTO DOMINGO,SANTO DOMINGO ESTE,REPARTO LOS TRES OJOS,94724,APARTAMENTOS,1000.33,61620328
04/24/2023,ABRIL,2023,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMÁN,CUESTA BRAVA,VUC0308-2023,APARTAMENTOS,0,0
04/25/2023,ABRIL,2023,ESPAILLAT,MOCA,VILLA ESTANCIA NUEVA,23145 RN,APARTAMENTOS,595.88,36706208
04/25/2023,ABRIL,2023,LA ROMANA,LA ROMANA,RESIDENCIAL COSTA DEL MAR,94725,APARTAMENTOS,7148,408865600
04/25/2023,ABRIL,2023,PUERTO PLATA,PUERTO PLATA,URBANIZACIÓN JUAN BRUGAL,94726,COMERCIAL Y OFICINAS,1382.4,85155840
04/25/2023,ABRIL,2023,SAMANÁ,LAS TERRENAS,ABRA GRANDE,VUC0193-2023,APARTAMENTOS,0,0
04/25/2023,ABRIL,2023,SANTIAGO,SANTIAGO,LA ZURZA II,23144 RN,VIVIENDAS,283.57,17467912
04/25/2023,ABRIL,2023,SANTIAGO,SANTIAGO,URBANIZACIÓN REAL,23146 RN,APARTAMENTOS,158.79,9781464
04/26/2023,ABRIL,2023,SAMANÁ,LAS TERRENAS,CENTRO DEL PUEBLO,VUC0109-2023,COMBINADOS,0,0
04/26/2023,ABRIL,2023,SANTO DOMINGO,BOCA CHICA,LA CALETA,94616,APARTAMENTOS,0,0
04/26/2023,ABRIL,2023,SANTO DOMINGO,SANTO DOMINGO ESTE,ALMA ROSA II,94728,COMERCIAL Y OFICINAS,3146.53,193826248
04/26/2023,ABRIL,2023,SANTO DOMINGO,SANTO DOMINGO ESTE,PRADO ORIENTAL,94727,APARTAMENTOS,550,33880000
04/26/2023,ABRIL,2023,SANTO DOMINGO,SANTO DOMINGO NORTE,EL DAJAO,94730,ESTACIÓN DE COMBUSTIBLE,285,17556000
04/27/2023,ABRIL,2023,AZUA,SABANA YEGUA,PROYECTO 4,94731,ESTACIÓN DE COMBUSTIBLE,447.32,27554912
04/27/2023,ABRIL,2023,BARAHONA,VICENTE NOBLE,LOS AGRÓNOMOS,94735,ESTACIÓN DE COMBUSTIBLE,315.86,19456976
04/27/2023,ABRIL,2023,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMÁN,GASCUE,93878-A,APARTAMENTOS,5115,315084000
04/27/2023,ABRIL,2023,DUARTE,SAN FRANCISCO DE MACORÍS,URBANIZACIÓN NEFTALÍ,393-A RNE,APARTAMENTOS,0,0
04/27/2023,ABRIL,2023,LA ROMANA,VILLA HERMOSA,VILLA CAOBA,VUC0227-2023,ESTACIÓN DE COMBUSTIBLE,392,24147200
04/27/2023,ABRIL,2023,LA VEGA,LA VEGA,LOS POMOS,00201 RCS,APARTAMENTOS,3415.07,210368312
04/27/2023,ABRIL,2023,SANTIAGO,SANTIAGO,LA RINCONADA,23147 RN,APARTAMENTOS,4831.64,297629024
04/27/2023,ABRIL,2023,SANTO DOMINGO,SANTO DOMINGO ESTE,ISABELITA,94732,APARTAMENTOS,1990,113828000
04/27/2023,ABRIL,2023,SANTO DOMINGO,SANTO DOMINGO ESTE,ISABELITA,94733,APARTAMENTOS,1740.04,99530288
04/27/2023,ABRIL,2023,SANTO DOMINGO,SANTO DOMINGO ESTE,LAS PALMAS DE ALMA ROSA,94411,APARTAMENTOS,2328,143404800
04/27/2023,ABRIL,2023,SANTO DOMINGO,SANTO DOMINGO ESTE,VILLA FARO,94729,ESTRUCTURAS ESPECIALES,13180,811888000
04/27/2023,ABRIL,2023,SANTO DOMINGO,SANTO DOMINGO NORTE,CERROS DE BUENA VISTA I,94349-A,COMBINADOS,146.72,9037952
04/27/2023,ABRIL,2023,SANTO DOMINGO,SANTO DOMINGO OESTE,HATO NUEVO,94734,APARTAMENTOS,1265,72358000
04/28/2023,ABRIL,2023,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMÁN,ATALA,94744,APARTAMENTOS,959.97,59134152
04/28/2023,ABRIL,2023,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMÁN,BELLA VISTA,VUC0060-2023,APARTAMENTOS,0,0
04/28/2023,ABRIL,2023,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMÁN,BELLA VISTA,VUC0207-2023,VIVIENDAS,970,59752000
04/28/2023,ABRIL,2023,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMÁN,EL MILLÓN,VUC0185-2023,APARTAMENTOS,951,58581600
04/28/2023,ABRIL,2023,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMÁN,GASCUE,94287,CENTROS DE SALUD,3266.96,201244736
04/28/2023,ABRIL,2023,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMÁN,LA ESPERILLA,93822,APARTAMENTOS,3817,235127200
04/28/2023,ABRIL,2023,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMÁN,LOS PRADOS,94747,COMERCIAL Y OFICINAS,648,39916800
04/28/2023,ABRIL,2023,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMÁN,LOS PRADOS,VUC0041-2023,APARTAMENTOS,1519,93570400
04/28/2023,ABRIL,2023,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMÁN,VIEJO ARROYO HONDO,94652,COMERCIAL Y OFICINAS,2367.36,145829376
04/28/2023,ABRIL,2023,LA ALTAGRACIA,HIGÜEY,BÁVARO,94745,APARTAMENTOS,17823,1097896800
04/28/2023,ABRIL,2023,PERAVIA,BANÍ,BOCA CANASTA,VUC0084-2023,APARTAMENTOS,4170.52,256904032
04/28/2023,ABRIL,2023,SAMANÁ,LAS TERRENAS,LA BONITA,94740,APARTAMENTOS,1174,72318400
04/28/2023,ABRIL,2023,SANTIAGO,LICEY AL MEDIO,LOS ARITAS,23148 RN,APARTAMENTOS,789.84,48654144
04/28/2023,ABRIL,2023,SANTIAGO,PUÑAL,RESIDENCIAL NEDEN,94739,APARTAMENTOS,29272,1674358400
04/28/2023,ABRIL,2023,SANTIAGO,PUÑAL,URBANIZACIÓN THOMÉN,23150 RN,VIVIENDAS,407.1,25077360
04/28/2023,ABRIL,2023,SANTIAGO,SAN JOSÉ DE LAS MATAS,MARILOPE,23149 RN,APARTAMENTOS,434.68,26776288
04/28/2023,ABRIL,2023,SANTIAGO,SANTIAGO,LA BARRANQUITA,93436-B,APARTAMENTOS,0,0
04/28/2023,ABRIL,2023,SANTIAGO,SANTIAGO,PERALTA,23151 RN,APARTAMENTOS,1763.8,108650080
04/28/2023,ABRIL,2023,SANTO DOMINGO,LOS ALCARRIZOS,PALMAREJO,94741,ALMACENES,617.52,38039232
04/28/2023,ABRIL,2023,SANTO DOMINGO,SANTO DOMINGO ESTE,PRADO ORIENTAL,94743,OBRAS DE ORDEN SOCIAL,1880,115808000
04/28/2023,ABRIL,2023,SANTO DOMINGO,SANTO DOMINGO ESTE,REPARTO LOS TRES OJOS,94738,APARTAMENTOS,2554.23,157340568
04/28/2023,ABRIL,2023,SANTO DOMINGO,SANTO DOMINGO ESTE,RESIDENCIAL BRISA ORIENTAL II,94702,APARTAMENTOS,255,15708000
04/28/2023,ABRIL,2023,SANTO DOMINGO,SANTO DOMINGO ESTE,RESIDENCIAL BRISA ORIENTAL III,94748,APARTAMENTOS,427.71,26346936
04/28/2023,ABRIL,2023,SANTO DOMINGO,SANTO DOMINGO ESTE,RESIDENCIAL NUEVO AMANECER,VUC0032-2023,APARTAMENTOS,431.15,26558840
04/28/2023,ABRIL,2023,SANTO DOMINGO,SANTO DOMINGO ESTE,RESPALDO VILLA CARMEN,92862-R,OBRAS DE ORDEN SOCIAL,0,0
04/28/2023,ABRIL,2023,SANTO DOMINGO,SANTO DOMINGO NORTE,CIUDAD MODELO O SATÉLITE,94736,VIVIENDAS,1860,114576000
04/28/2023,ABRIL,2023,SANTO DOMINGO,SANTO DOMINGO NORTE,CIUDAD MODELO O SATÉLITE,VUC0034-2023,VIVIENDAS,848.82,52287312
04/28/2023,ABRIL,2023,SANTO DOMINGO,SANTO DOMINGO NORTE,EL EDÉN,94746,APARTAMENTOS,420,25872000
04/28/2023,ABRIL,2023,SANTO DOMINGO,SANTO DOMINGO OESTE,ALAMEDA,94737,ALMACENES,2088.98,128681168
05/03/2023,MAYO,2023,SANTIAGO,SANTIAGO,PONTEZUELA ABAJO,23152 RN,VIVIENDAS,1821.44,112200704
05/05/2023,MAYO,2023,LA VEGA,LA VEGA,LOS ROBLES,00202 RCS,APARTAMENTOS,539.22,33215952
05/05/2023,MAYO,2023,SANTIAGO,SANTIAGO,LOS LLANOS DE GURABO,23153 RN,VIVIENDAS,288.41,17766056
05/09/2023,MAYO,2023,PERAVIA,BANÍ,CENTRO DEL PUEBLO,VUC0167-2023,APARTAMENTOS,915,56364000
05/09/2023,MAYO,2023,SANTO DOMINGO,SANTO DOMINGO ESTE,RESIDENCIAL REGINA,94749,APARTAMENTOS,531.49,32739784
05/10/2023,MAYO,2023,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMÁN,MIRAMAR,30919-B,ALMACENES,2655.09,163553544
05/10/2023,MAYO,2023,LA VEGA,LA VEGA,RESIDENCIAL PINAR DEL JARA,00203 RCS,APARTAMENTOS,834.44,51401504
05/10/2023,MAYO,2023,SANTO DOMINGO,SANTO DOMINGO ESTE,RESIDENCIAL DON OSCAR,VUC0062-2023,APARTAMENTOS,513.39,31624824
05/11/2023,MAYO,2023,LA ALTAGRACIA,HIGÜEY,BÁVARO,00118 RY,VIVIENDAS,1936.22,119271152
05/11/2023,MAYO,2023,LA ALTAGRACIA,HIGÜEY,PUNTA CANA,00080 RY,APARTAMENTOS,2623.78,161624848
05/11/2023,MAYO,2023,LA ALTAGRACIA,HIGÜEY,VERÓN,00145 RY,APARTAMENTOS,1275.81,78589896
05/11/2023,MAYO,2023,LA VEGA,LA VEGA,URBANIZACIÓN RINCÓN,00204 RCS,APARTAMENTOS,2466.94,151963504
05/12/2023,MAYO,2023,SANTO DOMINGO,SANTO DOMINGO NORTE,MIRADOR ISABELA O EL DORADO,93431-R,APARTAMENTOS,0,0
05/15/2023,MAYO,2023,ESPAILLAT,MOCA,SALCEDO,23155 RN,APARTAMENTOS,391.7,24128720
05/15/2023,MAYO,2023,LA VEGA,LA VEGA,RANCHITO ABAJO EL BADÉN,00205 RCS,APARTAMENTOS,590.91,36400056
05/15/2023,MAYO,2023,SANTIAGO,PUÑAL,JARDINES DEL SUR,23154 RN,APARTAMENTOS,986.28,60754848
05/16/2023,MAYO,2023,SANTIAGO,SANTIAGO,EL DORADO,23156 RN,COMERCIAL Y OFICINAS,763,47000800
05/16/2023,MAYO,2023,SANTO DOMINGO,SANTO DOMINGO ESTE,PRADO ORIENTAL,94750,APARTAMENTOS,590,36344000
05/17/2023,MAYO,2023,SANTIAGO,SANTIAGO,URBANIZACIÓN JARDINES DORADO,23157 RN,APARTAMENTOS,1950.3,120138480
05/17/2023,MAYO,2023,SANTO DOMINGO,SANTO DOMINGO ESTE,PRADO ORIENTAL,VUC0093-2023,APARTAMENTOS,2332.88,143705408
05/18/2023,MAYO,2023,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMÁN,EL MILLÓN,94753,APARTAMENTOS,4699.85,289510760
05/18/2023,MAYO,2023,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMÁN,LA ESPERILLA,94751,APARTAMENTOS,9910,610456000
05/18/2023,MAYO,2023,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMÁN,VILLA CONSUELO,94754,DEPÓSITOS,1000,61600000
05/18/2023,MAYO,2023,LA VEGA,LA VEGA,SANTO DOMINGO,00141-A RCS,APARTAMENTOS,0,0
05/18/2023,MAYO,2023,SANTIAGO,SANTIAGO,LAS DAMAS,23159 RN,APARTAMENTOS,2375.84,146351744
05/18/2023,MAYO,2023,SANTIAGO,SANTIAGO,VILLA OLGA,23158 RN,APARTAMENTOS,3021.15,186102840
05/18/2023,MAYO,2023,SANTO DOMINGO,SANTO DOMINGO ESTE,ENSANCHE OZAMA,94752,APARTAMENTOS,2292,141187200
05/19/2023,MAYO,2023,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMÁN,ALTOS DE ARROYO HONDO,94759,OBRAS DE ORDEN SOCIAL,2578,158804800
05/19/2023,MAYO,2023,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMÁN,BELLA VISTA,94756,DEPÓSITOS,7380,454608000
05/19/2023,MAYO,2023,SANTO DOMINGO,SANTO DOMINGO ESTE,BRISAS DEL ESTE,94755,APARTAMENTOS,1907.89,117526024
05/19/2023,MAYO,2023,SANTO DOMINGO,SANTO DOMINGO ESTE,PRADO ORIENTAL,94758,VIVIENDAS,1040,64064000
05/19/2023,MAYO,2023,SANTO DOMINGO,SANTO DOMINGO ESTE,RESIDENCIAL LAS AMÉRICAS,94757,APARTAMENTOS,1256,77369600
05/19/2023,MAYO,2023,SANTO DOMINGO,SANTO DOMINGO ESTE,SAN JOSE DE MENDOZA,VUC0293-2023,APARTAMENTOS,0,0
05/19/2023,MAYO,2023,SANTO DOMINGO,SANTO DOMINGO NORTE,ALTOS DEL PARQUE,94760,VIVIENDAS,390,24024000
05/22/2023,MAYO,2023,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMÁN,LOS CACICAZGOS,94762,APARTAMENTOS,4712,290259200
05/22/2023,MAYO,2023,SANTO DOMINGO,SANTO DOMINGO ESTE,ISABELITA,94761,APARTAMENTOS,1624,92892800
05/23/2023,MAYO,2023,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMÁN,CACIQUE,VUC0082-2023,APARTAMENTOS,651,40101600
05/23/2023,MAYO,2023,PUERTO PLATA,SOSÚA,CABARETE,23162 RN,COMBINADOS,24977.5,1538614000
05/24/2023,MAYO,2023,SAMANÁ,LAS TERRENAS,CENTRO DEL PUEBLO,VUC0137-2023,VIVIENDAS,279,17186400
05/24/2023,MAYO,2023,SANTIAGO,SANTIAGO,LOS JARDINES METROPOLITANOS,23163 RN,COMERCIAL Y OFICINAS,475.42,29285872
05/24/2023,MAYO,2023,SANTO DOMINGO,SANTO DOMINGO ESTE,LA GRÚA,94576,APARTAMENTOS,109022.08,6236062976
05/25/2023,MAYO,2023,SANTIAGO,SANTIAGO,ARROYO HONDO ARRIBA,94764,APARTAMENTOS,3812.8,218092160
05/25/2023,MAYO,2023,SANTIAGO,SANTIAGO,RESIDENCIAL DON SIMÓN,22952-A RN,APARTAMENTOS,0,0
05/25/2023,MAYO,2023,SANTIAGO,SANTIAGO,RESIDENCIAL VILLA MARíA,23164 RN,VIVIENDAS,314.58,19378128
05/26/2023,MAYO,2023,ESPAILLAT,MOCA,VILLA ESMERALDA,22785-R RN,APARTAMENTOS,0,0
05/26/2023,MAYO,2023,LA ALTAGRACIA,HIGÜEY,LA JARDA DE HOYO CLARO,VUC0163-2023,COMERCIAL Y OFICINAS,0,0
05/26/2023,MAYO,2023,SAMANÁ,LAS TERRENAS,LA BALLENA,94765,VIVIENDAS,280,17248000
05/26/2023,MAYO,2023,SANTIAGO,SANTIAGO,GURABO ARRIBA,23165 RN,ESTRUCTURAS ESPECIALES,630.88,38862208
05/26/2023,MAYO,2023,SANTO DOMINGO,SANTO DOMINGO OESTE,MANOGUAYABO,88086-B,COMERCIAL Y OFICINAS,3687.15,227128440
05/29/2023,MAYO,2023,DUARTE,SAN FRANCISCO DE MACORÍS,URBANIZACIÓN EL SILENCIO,391 RNE,APARTAMENTOS,1028.4,63349440
05/29/2023,MAYO,2023,LA ALTAGRACIA,HIGÜEY,PUNTA CANA,VUC0177-2023,VIVIENDAS,475,29260000
05/29/2023,MAYO,2023,MONTE PLATA,YAMASÁ,CIGÜELILLO,94769,APARTAMENTOS,4390,270424000
05/29/2023,MAYO,2023,SAN PEDRO DE MACORÍS,SAN PEDRO DE MACORÍS,URBANIZACIÓN ORIENTAL,VUC0166-2023,APARTAMENTOS,503.09,30990344
05/29/2023,MAYO,2023,SANTO DOMINGO,SANTO DOMINGO ESTE,ISABELITA,VUC0302-2023,APARTAMENTOS,2215,136444000
05/29/2023,MAYO,2023,SANTO DOMINGO,SANTO DOMINGO NORTE,GUARICANO,OF-004-2023,APARTAMENTOS,0,0
05/29/2023,MAYO,2023,SANTO DOMINGO,SANTO DOMINGO OESTE,MIRADOR DEL OESTE,94770,APARTAMENTOS,2111,130037600
05/30/2023,MAYO,2023,LA VEGA,LA VEGA,RESIDENCIAL FIALLO,94773,APARTAMENTOS,452.49,27873384
05/30/2023,MAYO,2023,SAMANÁ,LAS TERRENAS,ABRA GRANDE,94774,VIVIENDAS,740,45584000
05/30/2023,MAYO,2023,SAN PEDRO DE MACORÍS,SAN PEDRO DE MACORÍS,URBANIZACIÓN NAIME,94771,APARTAMENTOS,354,21806400
05/30/2023,MAYO,2023,SANTIAGO,SANTIAGO,PUEBLO NUEVO,23166 RN,HOSPEDAJE,2652.71,163406936
05/30/2023,MAYO,2023,SANTO DOMINGO,SANTO DOMINGO OESTE,RESIDENCIAL LOYOLA,94772,PARQUEOS,283,17432800
05/30/2023,MAYO,2023,SANTO DOMINGO,SANTO DOMINGO OESTE,SANTO DOMINGO COUNTRY CLUB,VUC0249-2023,APARTAMENTOS,795.99,49032984
05/31/2023,MAYO,2023,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMÁN,ALTOS DE ARROYO HONDO,VUC0087-2023,VIVIENDAS,489.96,30181536
05/31/2023,MAYO,2023,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMÁN,BELLA VISTA,VUC0244-2023,VIVIENDAS,587.38,36182608
05/31/2023,MAYO,2023,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMÁN,CERROS DE ARROYO HONDO,94777,APARTAMENTOS,2344,144390400
05/31/2023,MAYO,2023,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMÁN,CIUDAD NUEVA,94712,APARTAMENTOS,1213.89,74775624
05/31/2023,MAYO,2023,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMÁN,EL MILLÓN,94782,COMBINADOS,5209.67,320915672
05/31/2023,MAYO,2023,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMÁN,MATA HAMBRE,94023-A,APARTAMENTOS,0,0
05/31/2023,MAYO,2023,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMÁN,PIANTINI,94778,APARTAMENTOS,12930,796488000
05/31/2023,MAYO,2023,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMÁN,URBANIZACIÓN FERNÁNDEZ,94786,COMERCIAL Y OFICINAS,476.25,29337000
05/31/2023,MAYO,2023,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMÁN,VIEJO ARROYO HONDO,94518,VIVIENDAS,2964,182582400
05/31/2023,MAYO,2023,DUARTE,SAN FRANCISCO DE MACORÍS,URBANIZACIÓN CAMPO FERNÁNDEZ I Y II,404  RNE,APARTAMENTOS,724,44598400
05/31/2023,MAYO,2023,DUARTE,SAN FRANCISCO DE MACORÍS,URBANIZACIÓN NEFTALÍ III,401  RNE,APARTAMENTOS,623,38376800
05/31/2023,MAYO,2023,DUARTE,SAN FRANCISCO DE MACORÍS,URBANIZACIÓN TERRANOVA,402  RNE,APARTAMENTOS,1055,64988000
05/31/2023,MAYO,2023,LA ALTAGRACIA,HIGÜEY,PUNTA CANA,00068 RY,COMBINADOS,11500,708400000
05/31/2023,MAYO,2023,LA ROMANA,LA ROMANA,LAS ORQUÍDEAS,94783,COLEGIOS Y CENTROS EDUCATIVOS,12307,758111200
05/31/2023,MAYO,2023,PUERTO PLATA,PUERTO PLATA,PLAYA DORADA,91729-A,APARTAMENTOS,0,0
05/31/2023,MAYO,2023,PUERTO PLATA,PUERTO PLATA,URBANIZACIÓN CUESTA HERMOSA,23168 RN,APARTAMENTOS,690.83,42555128
05/31/2023,MAYO,2023,SAMANÁ,SAMANÁ,CENTRO DEL PUEBLO O EL LIMÓN,403  RNE,COMBINADOS,2680,165088000
05/31/2023,MAYO,2023,SANTIAGO,SANTIAGO,LAS DIANAS,23094 RN,APARTAMENTOS,8546.73,526478568
05/31/2023,MAYO,2023,SANTIAGO,SANTIAGO,LOS ÁLAMOS,23167 RN,APARTAMENTOS,1653.55,101858680
05/31/2023,MAYO,2023,SANTIAGO,SANTIAGO,LOS JARDINES METROPOLITANOS,94779,COMBINADOS,29080.38,1791351408
05/31/2023,MAYO,2023,SANTIAGO,SANTIAGO,LOS LAURELES,23161 RN,APARTAMENTOS,1018.4,62733440
05/31/2023,MAYO,2023,SANTIAGO,SANTIAGO,URBANIZACIÓN LA ESPAÑOLA,23170 RN,APARTAMENTOS,6587.33,405779528
05/31/2023,MAYO,2023,SANTIAGO,TAMBORIL,GUAZUMAL ARRIBA,VUC0489-2023,COMERCIAL Y OFICINAS,1243.35,76590360
05/31/2023,MAYO,2023,SANTO DOMINGO,PEDRO BRAND,LA GUÁYIGA,92258,APARTAMENTOS,0,0
05/31/2023,MAYO,2023,SANTO DOMINGO,SANTO DOMINGO ESTE,ISABELITA,VUC0314-2023,APARTAMENTOS,2185,134596000
05/31/2023,MAYO,2023,SANTO DOMINGO,SANTO DOMINGO ESTE,LA GRÚA,94787,APARTAMENTOS,23073.45,1319801340
05/31/2023,MAYO,2023,SANTO DOMINGO,SANTO DOMINGO ESTE,LOS TRES OJOS,94784,COMERCIAL Y OFICINAS,6198,381796800
05/31/2023,MAYO,2023,SANTO DOMINGO,SANTO DOMINGO ESTE,PRADO ORIENTAL,VUC0004-2023,APARTAMENTOS,434.56,26768896
05/31/2023,MAYO,2023,SANTO DOMINGO,SANTO DOMINGO ESTE,RESIDENCIAL BRISA ORIENTAL VII,94781,APARTAMENTOS,580.2,35740320
05/31/2023,MAYO,2023,SANTO DOMINGO,SANTO DOMINGO ESTE,URBANIZACIÓN BUENAVENTURA,94776,VIVIENDAS,173,10656800
05/31/2023,MAYO,2023,SANTO DOMINGO,SANTO DOMINGO NORTE,CIUDAD MODELO O SATÉLITE,92793-A,APARTAMENTOS,0,0
05/31/2023,MAYO,2023,SANTO DOMINGO,SANTO DOMINGO NORTE,CIUDAD MODELO O SATÉLITE,94785,COMERCIAL Y OFICINAS,2230.99,137428984
05/31/2023,MAYO,2023,SANTO DOMINGO,SANTO DOMINGO NORTE,MATA GORDA,94780,ESTRUCTURAS ESPECIALES,143.42,8834672
05/31/2023,MAYO,2023,SANTO DOMINGO,SANTO DOMINGO OESTE,BAYONA,VUC0019-2023,COMERCIAL Y OFICINAS,1040,59488000
06/01/2023,JUNIO,2023,LA ALTAGRACIA,HIGÜEY,BÁVARO,00147 RY,APARTAMENTOS,1024,63078400
06/06/2023,JUNIO,2023,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMÁN,EL MILLÓN,94788,APARTAMENTOS,6202.38,382066608
06/06/2023,JUNIO,2023,LA ALTAGRACIA,HIGÜEY,URBANIZACIÓN PUNTA CANA,VUC0242-2023,VIVIENDAS,2946.1,181479760
06/06/2023,JUNIO,2023,SANTO DOMINGO,BOCA CHICA,LA CALETA,94616,APARTAMENTOS,0,0
06/06/2023,JUNIO,2023,SANTO DOMINGO,SANTO DOMINGO NORTE,GUARICANO,OF-005-2023,APARTAMENTOS,0,0
06/06/2023,JUNIO,2023,SANTO DOMINGO,SANTO DOMINGO NORTE,NUEVA ISABELA,OF-006-2023,APARTAMENTOS,0,0
06/07/2023,JUNIO,2023,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMÁN,PIANTINI,VUC0334-2023,COMBINADOS,0,0
06/07/2023,JUNIO,2023,SANTIAGO,SANTIAGO,LOS CERROS DE GURABO,23184 RN,APARTAMENTOS,3423.78,210904848
06/07/2023,JUNIO,2023,SANTO DOMINGO,SANTO DOMINGO OESTE,ZONA INDUSTRIAL HERRERA,93796,COMERCIAL Y OFICINAS,28405,1749748000
06/07/2023,JUNIO,2023,SANTO DOMINGO,SANTO DOMINGO OESTE,ZONA INDUSTRIAL HERRERA,93999-R,ESTRUCTURAS ESPECIALES,0,0
06/09/2023,JUNIO,2023,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMÁN,QUISQUEYA,94789,APARTAMENTOS,1530.89,94302824
06/09/2023,JUNIO,2023,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMÁN,QUISQUEYA,VUC0138-2023,APARTAMENTOS,9203.1,566910960
06/09/2023,JUNIO,2023,SAMANÁ,LAS TERRENAS,CENTRO DEL PUEBLO,94790,COMBINADOS,2235,137676000
06/09/2023,JUNIO,2023,SAN PEDRO DE MACORÍS,GUAYACANES,VILLA DEL MAR,VUC0065-2023,APARTAMENTOS,0,0
06/09/2023,JUNIO,2023,SANTO DOMINGO,SANTO DOMINGO ESTE,LA UREÑA,93890-A,APARTAMENTOS,0,0
06/09/2023,JUNIO,2023,SANTO DOMINGO,SANTO DOMINGO NORTE,GUARICANO,OF-007-2023,APARTAMENTOS,0,0
06/12/2023,JUNIO,2023,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMÁN,NUEVO ARROYO HONDO,94791,APARTAMENTOS,2274.07,140082712
06/12/2023,JUNIO,2023,ESPAILLAT,MOCA,RESIDENCIAL ESTANZA,23185 RN,APARTAMENTOS,663.38,40864208
06/12/2023,JUNIO,2023,LA ALTAGRACIA,HIGÜEY,BÁVARO,94079,APARTAMENTOS,19776.44,1218228704
06/13/2023,JUNIO,2023,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMÁN,PIANTINI,VUC0429-2023,COMBINADOS,0,0
06/13/2023,JUNIO,2023,LA ALTAGRACIA,HIGÜEY,BÁVARO,00123 RY,VIVIENDAS,3407.04,209873664
