,,,,,,,,,
Licencias Emitidas 2022-2025,,,,,,,,,
Fecha de Emisión,Mes,Año,Provincia,Municipio,Barrio/Sector,Número de Licencia,Tipologia,Metros Cuadrados,Inversión Total
03/21/2025,MARZO,2025,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMÁN,MIRAFLORES,VUC1354-2024,COMERCIAL Y OFICINAS,1572.2,96847520
03/21/2025,MARZO,2025,SAN CRISTÓBAL,BAJOS DE HAINA,EL CENTRO,VUC1820-2023,APARTAMENTOS,21600,1235520000
03/21/2025,MARZO,2025,SANTIAGO,PUÑAL,NO IDENTIFICADO,23314 RN,APARTAMENTOS,1598.4,98461440
03/24/2025,MARZO,2025,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMÁN,LA ESPERILLA,VUC0011-2025,COMBINADOS,290,17864000
03/24/2025,MARZO,2025,DUARTE,SAN FRANCISCO DE MACORÍS,URBANIZACIÓN CARMEN AÑIL BONÓ,VUC2219-2024,APARTAMENTOS,353.54,21778064
03/24/2025,MARZO,2025,DUARTE,SAN FRANCISCO DE MACORÍS,URBANIZACIÓN NEFTALÍ III,VUC0193-2025,APARTAMENTOS,0,0
03/24/2025,MARZO,2025,LA VEGA,LA VEGA,PONTÓN,00272 RCS,APARTAMENTOS,2684.13,165342408
03/24/2025,MARZO,2025,MONSEÑOR NOUEL,BONAO,LAS DELICIAS,00273 RCS,APARTAMENTOS,1446.18,89084688
03/24/2025,MARZO,2025,SAN JUAN,SAN JUAN,VILLA FLORES,24212-A-R,ESTACIÓN DE COMBUSTIBLE,0,0
03/24/2025,MARZO,2025,SANTIAGO,PUÑAL,URBANIZACIÓN JARDINES DEL SUR,VUC1241-2024,APARTAMENTOS,741.78,45693648
03/24/2025,MARZO,2025,SANTIAGO,SANTIAGO,RESIDENCIAL VILLA MARíA,VUC0293-2025,VIVIENDAS,326.8,20130880
03/25/2025,MARZO,2025,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMÁN,BELLA VISTA,VUC0271-2025,APARTAMENTOS,0,0
03/25/2025,MARZO,2025,LA ROMANA,LA ROMANA,RESIDENCIAL ROMANA DEL OESTE,VUC0212-2025,APARTAMENTOS,1710.18,105347088
03/26/2025,MARZO,2025,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMÁN,CERROS DE ARROYO HONDO,VUC1725-2024,VIVIENDAS,629.57,38781512
03/26/2025,MARZO,2025,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMÁN,ENSANCHE NACO,VUC1835-2024,APARTAMENTOS,0,0
03/26/2025,MARZO,2025,LA ALTAGRACIA,HIGÜEY,CARACOLITO,VUC1418-2024,VIVIENDAS,637.81,39289096
03/26/2025,MARZO,2025,LA ROMANA,LA ROMANA,ENSANCHE LA PAZ,VUC1839-2024,VIVIENDAS,238.71,14704536
03/26/2025,MARZO,2025,SANTIAGO,SANTIAGO,RESIDENCIAL VISTA DEL CERRO,VUC1094-2024,APARTAMENTOS,654.78,40334448
03/26/2025,MARZO,2025,SANTO DOMINGO,SANTO DOMINGO NORTE,GUARICANO,VUC2379-2024,APARTAMENTOS,1179.1,72632560
03/27/2025,MARZO,2025,SANTIAGO,SANTIAGO,RESIDENCIAL VILLA MARíA,VUC0319-2025,VIVIENDAS,320.2,19724320
03/27/2025,MARZO,2025,SANTIAGO,SANTIAGO,RESIDENCIAL VILLA MARíA,VUC1359-2024,APARTAMENTOS,5529.3,340604880
03/27/2025,MARZO,2025,SANTIAGO,TAMBORIL,GUAZUMAL ARRIBA,VUC2072-2024,ESTRUCTURAS ESPECIALES,3208.99,197673784
03/28/2025,MARZO,2025,DUARTE,CASTILLO,CENTRO DEL PUEBLO,VUC0041-2025,VIVIENDAS,263,16200800
03/28/2025,MARZO,2025,LA ALTAGRACIA,HIGÜEY,PUNTA CANA,VUC0431-2023,APARTAMENTOS,7836.44,482724704
03/28/2025,MARZO,2025,LA ALTAGRACIA,HIGÜEY,PUNTA CANA,VUC1505-2023,COMBINADOS,62330.05,3839531080
03/28/2025,MARZO,2025,LA ALTAGRACIA,HIGÜEY,PUNTA CANA,VUC1742-2023,VIVIENDAS,959.06,59078096
03/28/2025,MARZO,2025,LA ALTAGRACIA,HIGÜEY,SANJOUL,VUC2426-2024,APARTAMENTOS,1259.2,77566720
03/28/2025,MARZO,2025,LA ROMANA,LA ROMANA,ENSANCHE QUISQUEYA,VUC0674-2024,APARTAMENTOS,1740.04,107186464
03/28/2025,MARZO,2025,SAMANÁ,SAMANÁ,LLANADA AL MEDIO,VUC1495-2024,COMBINADOS,1581.8,97438880
03/28/2025,MARZO,2025,SANTIAGO,SANTIAGO,LA FARDIQUERA,VUC2000-2024,APARTAMENTOS,5640.13,347432008
03/31/2025,MARZO,2025,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMÁN,CIUDAD UNIVERSITARIA,VUC1510-2023,COMBINADOS,26068.83,1605839928
03/31/2025,MARZO,2025,LA ALTAGRACIA,HIGÜEY,PUNTA CANA,VUC1027-2024,VIVIENDAS,2191.8,135014880
03/31/2025,MARZO,2025,LA ROMANA,LA ROMANA,URBANIZACIÓN BUENAS VISTA NORTE,VUC1012-2024,VIVIENDAS,1794.15,110519640
03/31/2025,MARZO,2025,SÁNCHEZ RAMÍREZ,COTUÍ,VILLA RAZA,VUC2295-2024,COMBINADOS,38205.3,2353446480
03/31/2025,MARZO,2025,SANTIAGO,SANTIAGO,EL EMBRUJO III PRIMERA ETAPA,VUC0448-2025,APARTAMENTOS,188.31,11599896
03/31/2025,MARZO,2025,SANTIAGO,SANTIAGO,URBANIZACIÓN ALTA VISTA,VUC0325-2025,APARTAMENTOS,533.1,32838960
03/31/2025,MARZO,2025,SANTO DOMINGO,SANTO DOMINGO ESTE,ALMA ROSA I,VUC1372-2024,APARTAMENTOS,2379.08,146551328
03/31/2025,MARZO,2025,SANTO DOMINGO,SANTO DOMINGO ESTE,ALMA ROSA II,VUC2339-2024,APARTAMENTOS,254.31,15665496
03/31/2025,MARZO,2025,SANTO DOMINGO,SANTO DOMINGO ESTE,BRISA ORIENTAL,VUC2335-2024,APARTAMENTOS,1329,81866400
03/31/2025,MARZO,2025,SANTO DOMINGO,SANTO DOMINGO ESTE,ENSANCHE OZAMA,92426-R,APARTAMENTOS,0,0
03/31/2025,MARZO,2025,SANTO DOMINGO,SANTO DOMINGO ESTE,URBANIZACIÓN ITALIA,VUC0233-2025,APARTAMENTOS,312,19219200
03/31/2025,MARZO,2025,SANTO DOMINGO,SANTO DOMINGO OESTE,RESIDENCIAL SANTO DOMINGO,VUC2041-2024,APARTAMENTOS,469.82,28940912
03/31/2025,MARZO,2025,SANTO DOMINGO,SANTO DOMINGO OESTE,VILLA AURA,VUC2283-2024,APARTAMENTOS,341.76,21052416
04/01/2025,ABRIL,2025,LA VEGA,LA VEGA,ALTOS DE HATICO,00274 RCS,APARTAMENTOS,518,31908800
04/01/2025,ABRIL,2025,SAN CRISTÓBAL,SAN CRISTÓBAL,MADRE VIEJA DEL SUR O SAN IGNACIO DE LOYOLA,VUC1134-2024,APARTAMENTOS,416.66,25666256
04/01/2025,ABRIL,2025,SANTIAGO,SANTIAGO,JARDINES DEL ESTE,VUC1561-2024,APARTAMENTOS,10720.34,660372944
04/02/2025,ABRIL,2025,SANTO DOMINGO,SANTO DOMINGO ESTE,RESIDENCIAL CORALES DEL CARIBE,VUC0653-2023-R,HOSPEDAJE,0,0
04/04/2025,ABRIL,2025,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMÁN,LOS RÍOS,VUC1893-2024,COMBINADOS,16135.06,993919696
04/04/2025,ABRIL,2025,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMÁN,RENACIMIENTO,VUC1437-2024,APARTAMENTOS,7612.75,468945400
04/04/2025,ABRIL,2025,LA VEGA,LA VEGA,LOS POMOS,VUC0641-2024,COMERCIAL Y OFICINAS,562.85,34671560
04/04/2025,ABRIL,2025,SANTIAGO,SANTIAGO,LOS JARDINES METROPOLITANOS,VUC1500-2024,COMERCIAL Y OFICINAS,374.37,23061192
04/04/2025,ABRIL,2025,SANTO DOMINGO,BOCA CHICA,JARDINES DE BOCA CHICA,VUC0656-2024,APARTAMENTOS,13975.78,799414616
04/04/2025,ABRIL,2025,SANTO DOMINGO,SANTO DOMINGO ESTE,PRADOS DE SAN LUIS,VUC2422-2024,APARTAMENTOS,0,0
04/07/2025,ABRIL,2025,DUARTE,SAN FRANCISCO DE MACORÍS,URBANIZACIÓN LA CAPERUZA II,VUC0040-2025,COMERCIAL Y OFICINAS,3393.85,209061160
04/07/2025,ABRIL,2025,LA VEGA,JARABACOA,PIEDRA BLANCA,VUC0663-2024,VIVIENDAS,964.64,59421824
04/07/2025,ABRIL,2025,PERAVIA,BANÍ,BOCA CANASTA,VUC0247-2025,APARTAMENTOS,1090.72,67188352
04/07/2025,ABRIL,2025,SANTO DOMINGO,SANTO DOMINGO ESTE,ENSANCHE OZAMA,VUC0365-2024,CENTROS DE SALUD,278.42,17150672
04/08/2025,ABRIL,2025,SANTIAGO,PUÑAL,VILLA CENTRO,VUC1780-2023-R,APARTAMENTOS,0,0
04/09/2025,ABRIL,2025,LA ALTAGRACIA,HIGÜEY,PUEBLO BÁVARO,VUC2045-2024,APARTAMENTOS,3231.6,199066560
04/10/2025,ABRIL,2025,SANTO DOMINGO,SANTO DOMINGO ESTE,RESIDENCIAL BRISA ORIENTAL VII,VUC0054-2025,APARTAMENTOS,967.26,59583216
04/10/2025,ABRIL,2025,SANTO DOMINGO,SANTO DOMINGO NORTE,SABANA PERDIDA,93702-R,APARTAMENTOS,0,0
04/10/2025,ABRIL,2025,SANTO DOMINGO,SANTO DOMINGO OESTE,ENGOMBE,VUC0364-2025,APARTAMENTOS,603.33,37165128
04/11/2025,ABRIL,2025,ESPAILLAT,MOCA,ESTANCIA NUEVA,VUC1794-2024,APARTAMENTOS,794.8,48959680
04/11/2025,ABRIL,2025,SAMANÁ,LAS TERRENAS,LA BALLENA,VUC0833-2023,VIVIENDAS,943.88,58143008
04/11/2025,ABRIL,2025,SANTIAGO,PUÑAL,SABANETA DE LAS PALOMAS,VUC0479-2025,APARTAMENTOS,1202.88,74097408
04/11/2025,ABRIL,2025,SANTO DOMINGO,SANTO DOMINGO OESTE,RESIDENCIAL SANTO DOMINGO,94471-R,COMERCIAL Y OFICINAS,0,0
04/14/2025,ABRIL,2025,LA ALTAGRACIA,HIGÜEY,PUNTA CANA,VUC1109-2024,APARTAMENTOS,12831.44,790416704
04/14/2025,ABRIL,2025,SANTIAGO,PUÑAL,CANABACOA,VUC2203-2024,COMERCIAL Y OFICINAS,0,0
04/14/2025,ABRIL,2025,SANTO DOMINGO,BOCA CHICA,ANDRÉS,VUC1474-2024,COMERCIAL Y OFICINAS,769.48,47399968
04/14/2025,ABRIL,2025,SANTO DOMINGO,SANTO DOMINGO NORTE,PASEO DEL PARQUE O VILLA MARIA,VUC0267-2025,APARTAMENTOS,6610,407176000
04/15/2025,ABRIL,2025,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMÁN,LOS PRADOS,94484-R,COMERCIAL Y OFICINAS,0,0
04/16/2025,ABRIL,2025,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMÁN,ALTOS DE ARROYO HONDO,VUC0211-2025,VIVIENDAS,160.84,9907744
04/16/2025,ABRIL,2025,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMÁN,BELLA VISTA,VUC0536-2024,APARTAMENTOS,43208.98,2661673168
04/16/2025,ABRIL,2025,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMÁN,BELLA VISTA,VUC2039-2024,COMERCIAL Y OFICINAS,655.85,40400360
04/16/2025,ABRIL,2025,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMÁN,JULIETA MORALES,VUC1319-2024,CENTROS DE SALUD,997.07,61419512
04/16/2025,ABRIL,2025,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMÁN,LOS RÍOS,VUC1934-2024,VIVIENDAS,235.5,14506800
04/16/2025,ABRIL,2025,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMÁN,MIRADOR NORTE,95013,APARTAMENTOS,1868.4,115093440
04/16/2025,ABRIL,2025,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMÁN,MIRADOR SUR,94896-R,APARTAMENTOS,0,0
04/16/2025,ABRIL,2025,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMÁN,MIRAMAR,VUC1268-2024,APARTAMENTOS,1760.62,108454192
04/16/2025,ABRIL,2025,SANTO DOMINGO,PEDRO BRAND,BATEY PALAMARA,VUC2093-2024,ESTRUCTURAS ESPECIALES,6772,417155200
04/16/2025,ABRIL,2025,SANTO DOMINGO,SANTO DOMINGO NORTE,CIUDAD MODELO O SATÉLITE,VUC1652-2024,APARTAMENTOS,2843.92,162672224
04/21/2025,ABRIL,2025,SANTIAGO,SANTIAGO,SECTOR RIVERA DEL VALLE,VUC0179-2025,VIVIENDAS,165.31,10183096
04/22/2025,ABRIL,2025,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMÁN,QUISQUEYA,VUC1951-2024,APARTAMENTOS,459.72,28318752
04/22/2025,ABRIL,2025,LA ALTAGRACIA,HIGÜEY,BÁVARO,VUC0148-2024,APARTAMENTOS,58215.26,3586060016
04/22/2025,ABRIL,2025,LA ALTAGRACIA,HIGÜEY,LA RINCONADA,VUC0480-2024,COMBINADOS,14789.55,911036280
04/22/2025,ABRIL,2025,LA ALTAGRACIA,HIGÜEY,PUNTA CANA,00178 RY,APARTAMENTOS,7812.73,481264168
04/22/2025,ABRIL,2025,SAN PEDRO DE MACORÍS,SAN PEDRO DE MACORÍS,VILLA VELÁSQUEZ,VUC2146-2024,COMERCIAL Y OFICINAS,292.33,18007528
04/22/2025,ABRIL,2025,VALVERDE,MAO,LOS COLONOS,VUC1434-2024,VIVIENDAS,204,12566400
04/23/2025,ABRIL,2025,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMÁN,LA ESPERILLA,VUC2037-2024,APARTAMENTOS,12207.44,751978304
04/23/2025,ABRIL,2025,SANTO DOMINGO,SANTO DOMINGO ESTE,LA GRÚA,VUC1688-2024,APARTAMENTOS,17166,1057425600
04/23/2025,ABRIL,2025,SANTO DOMINGO,SANTO DOMINGO OESTE,ZONA INDUSTRIAL HERRERA,VUC2098-2024,COLEGIOS Y CENTROS EDUCATIVOS,0,0
04/24/2025,ABRIL,2025,ESPAILLAT,CAYETANO GERMOSÉN,URBANIZACIÓN ALBA,VUC0378-2025,APARTAMENTOS,538,33140800
04/24/2025,ABRIL,2025,LA ALTAGRACIA,HIGÜEY,CARACOLITO,VUC2050-2024,VIVIENDAS,591.79,36454264
04/24/2025,ABRIL,2025,LA ROMANA,LA ROMANA,LA LUISA,VUC1931-2024,ESTRUCTURAS ESPECIALES,11797.65,726735240
04/24/2025,ABRIL,2025,LA VEGA,LA VEGA,CENTRO DE LA CIUDAD,00266 RCS,CENTROS DE SALUD,2195.13,135220008
04/24/2025,ABRIL,2025,SANTIAGO,SANTIAGO,URBANIZACIÓN MIAMI,VUC1713-2024,VIVIENDAS,521.43,32120088
04/24/2025,ABRIL,2025,SANTO DOMINGO,SANTO DOMINGO NORTE,VILLA MELLA,VUC0156-2023,APARTAMENTOS,480.53,29600648
04/24/2025,ABRIL,2025,VALVERDE,MAO,VILLA DIEGO,VUC2208-2024,VIVIENDAS,208.82,12863312
04/25/2025,ABRIL,2025,SANTIAGO,SANTIAGO,URBANIZACIÓN LOS REYES,VUC2133-2024,VIVIENDAS,287.66,17719856
04/28/2025,ABRIL,2025,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMÁN,MIRADOR SUR,VUC0020-2025,APARTAMENTOS,1943.14,119697424
04/28/2025,ABRIL,2025,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMÁN,SAN JERÓNIMO,VUC1822-2024,CENTROS DE SALUD,780,48048000
04/28/2025,ABRIL,2025,LA ALTAGRACIA,HIGÜEY,PUNTA CANA,VUC1338-2024,APARTAMENTOS,1061.86,65410576
04/28/2025,ABRIL,2025,SANTIAGO,SANTIAGO,ENSANCHE JULIA,VUC0324-2025,COMBINADOS,785.24,48370784
04/29/2025,ABRIL,2025,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMÁN,BELLA VISTA,VUC2271-2024,APARTAMENTOS,7141.63,439924408
04/29/2025,ABRIL,2025,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMÁN,GASCUE,VUC1253-2024,COMERCIAL Y OFICINAS,4411.08,271722528
04/29/2025,ABRIL,2025,PUERTO PLATA,SOSÚA,LA GOLETA 2,VUC0299-2024,COMBINADOS,16175.73,996424968
04/29/2025,ABRIL,2025,SAN CRISTÓBAL,BAJOS DE HAINA,LA PARED,95014,ESTACIÓN DE COMBUSTIBLE,507.93,31288488
04/29/2025,ABRIL,2025,SANTIAGO,PUÑAL,URBANIZACIÓN JARDINES DEL SUR,VUC1884-2024,APARTAMENTOS,2691.46,165793936
04/29/2025,ABRIL,2025,SANTIAGO,SANTIAGO,GURABO ARRIBA,VUC0286-2025,APARTAMENTOS,982.97,60550952
04/29/2025,ABRIL,2025,SANTO DOMINGO,SANTO DOMINGO ESTE,CORALES DEL SUR,VUC1504-2024,APARTAMENTOS,815.16,50213856
04/29/2025,ABRIL,2025,SANTO DOMINGO,SANTO DOMINGO ESTE,PRADO ORIENTAL,VUC0422-2025,APARTAMENTOS,8448.06,520400496
04/29/2025,ABRIL,2025,SANTO DOMINGO,SANTO DOMINGO NORTE,COLINAS DEL ARROYO II,VUC0346-2025,APARTAMENTOS,716.97,44165352
04/29/2025,ABRIL,2025,SANTO DOMINGO,SANTO DOMINGO NORTE,RESIDENCIAL MÁXIMO GÓMEZ,VUC2333-2024,APARTAMENTOS,0,0
04/30/2025,ABRIL,2025,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMÁN,CIUDAD COLONIAL,VUC1602-2024,VIVIENDAS,108.57,6687912
04/30/2025,ABRIL,2025,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMÁN,CIUDAD UNIVERSITARIA,VUC0749-2024,APARTAMENTOS,3687.58,227154928
04/30/2025,ABRIL,2025,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMÁN,CRISTO REY,VUC0506-2024,ESTRUCTURAS ESPECIALES,7775.11,478946776
04/30/2025,ABRIL,2025,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMÁN,ENSANCHE NACO,VUC1899-2024,APARTAMENTOS,7517.51,463078616
04/30/2025,ABRIL,2025,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMÁN,ENSANCHE NACO,VUC1911-2024,APARTAMENTOS,3161.43,194744088
04/30/2025,ABRIL,2025,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMÁN,LA ESPERILLA,VUC1143-2023,APARTAMENTOS,17973.44,1107163904
04/30/2025,ABRIL,2025,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMÁN,NUEVO ARROYO HONDO,VUC1548-2023,APARTAMENTOS,1653.21,101837736
04/30/2025,ABRIL,2025,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMÁN,QUISQUEYA,VUC0484-2023,APARTAMENTOS,6989.66,430563056
04/30/2025,ABRIL,2025,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMÁN,VIEJO ARROYO HONDO,VUC0221-2024,APARTAMENTOS,1843.99,113589784
04/30/2025,ABRIL,2025,DUARTE,SAN FRANCISCO DE MACORÍS,LA PIÑA II,VUC0611-2025,APARTAMENTOS,712,43859200
04/30/2025,ABRIL,2025,DUARTE,SAN FRANCISCO DE MACORÍS,LAS CEJAS,VUC2409-2024,APARTAMENTOS,0,0
04/30/2025,ABRIL,2025,DUARTE,SAN FRANCISCO DE MACORÍS,URBANIZACIÓN CARMEN AÑIL BONÓ,VUC1812-2024,APARTAMENTOS,402.2,24775520
04/30/2025,ABRIL,2025,DUARTE,SAN FRANCISCO DE MACORÍS,URBANIZACIÓN NEFTALÍ III,VUC2405-2024,APARTAMENTOS,1132.73,69776168
04/30/2025,ABRIL,2025,ESPAILLAT,MOCA,VILLA EMELY,VUC0598-2025,APARTAMENTOS,939.45,57870120
04/30/2025,ABRIL,2025,HERMANAS MIRABAL,TENARES,CENTRO DEL PUEBLO,VUC0163-2025,APARTAMENTOS,445,27412000
04/30/2025,ABRIL,2025,LA ALTAGRACIA,HIGÜEY,BÁVARO,VUC0403-2023,COMERCIAL Y OFICINAS,5436.5,334888400
04/30/2025,ABRIL,2025,LA ALTAGRACIA,HIGÜEY,BÁVARO,VUC0683-2023,APARTAMENTOS,7650.8,471289280
04/30/2025,ABRIL,2025,LA ALTAGRACIA,HIGÜEY,CABO ENGAÑO,VUC0947-2023,COMBINADOS,22484.34,1385035344
04/30/2025,ABRIL,2025,LA ALTAGRACIA,HIGÜEY,CORTECITO,00179 RY,APARTAMENTOS,53152.31,3274182296
04/30/2025,ABRIL,2025,LA ALTAGRACIA,HIGÜEY,LA CURVA O LA CULATA,VUC1079-2024,APARTAMENTOS,16192.2,997439520
04/30/2025,ABRIL,2025,LA ALTAGRACIA,HIGÜEY,PUNTA CANA,VUC0692-2023,VIVIENDAS,535.71,32999736
04/30/2025,ABRIL,2025,LA ALTAGRACIA,HIGÜEY,PUNTA CANA,VUC1738-2024,VIVIENDAS,3986.13,245545608
04/30/2025,ABRIL,2025,LA ALTAGRACIA,HIGÜEY,PUNTA CANA,VUC2205-2024,VIVIENDAS,1130.74,69653584
04/30/2025,ABRIL,2025,LA ALTAGRACIA,HIGÜEY,RESIDENCIAL BÁVARO PUNTA CANA,VUC1759-2024,VIVIENDAS,592.15,36476440
04/30/2025,ABRIL,2025,LA ALTAGRACIA,HIGÜEY,RESIDENCIAL LANTIGUA,VUC1889-2024,APARTAMENTOS,2307.63,142150008
04/30/2025,ABRIL,2025,LA ROMANA,LA ROMANA,INVI,VUC0189-2024,CENTROS DE SALUD,7554.09,465331944
04/30/2025,ABRIL,2025,PUERTO PLATA,ALTAMIRA,NO IDENTIFICADO,VUC1310-2023,ESTACIÓN DE COMBUSTIBLE,703,43304800
04/30/2025,ABRIL,2025,PUERTO PLATA,PUERTO PLATA,JARDINES DEL ATLÁNTICO (G),VUC0123-2025,APARTAMENTOS,986.07,60741912
04/30/2025,ABRIL,2025,PUERTO PLATA,SOSÚA,SABANETA DE YÁSICA,VUC2322-2024,APARTAMENTOS,8455.46,520856336
04/30/2025,ABRIL,2025,SAN PEDRO DE MACORÍS,SAN PEDRO DE MACORÍS,ALTO DE ABRAHAM,VUC1487-2024,VIVIENDAS,252.4,15547840
04/30/2025,ABRIL,2025,SÁNCHEZ RAMÍREZ,FANTINO,LA ALTAGRACIA,VUC2404-2024,APARTAMENTOS,860,52976000
04/30/2025,ABRIL,2025,SANTIAGO,PUÑAL,ARENOSO O ARENOSO ARRIBA,VUC1871-2024,APARTAMENTOS,807.38,49734608
04/30/2025,ABRIL,2025,SANTIAGO,SAN JOSÉ DE LAS MATAS,ALTOS DE SAJOMA,VUC1753-2024,APARTAMENTOS,0,0
04/30/2025,ABRIL,2025,SANTIAGO,SANTIAGO,LOS ÁLAMOS,VUC1929-2024,APARTAMENTOS,1224.55,75432280
04/30/2025,ABRIL,2025,SANTIAGO,SANTIAGO,LOS CERROS DE GURABO,VUC0599-2024,APARTAMENTOS,6175.83,380431128
04/30/2025,ABRIL,2025,SANTIAGO,SANTIAGO,LOS RIELES,VUC0388-2025,APARTAMENTOS,665.85,41016360
04/30/2025,ABRIL,2025,SANTIAGO,SANTIAGO,MONTE ADENTRO,VUC0463-2025,VIVIENDAS,442.9,27282640
04/30/2025,ABRIL,2025,SANTIAGO,SANTIAGO,RESIDENCIAL VILLA MARíA,VUC2378-2024,VIVIENDAS,728.19,44856504
04/30/2025,ABRIL,2025,SANTIAGO,SANTIAGO,VILLA OLGA,VUC1988-2024,COMERCIAL Y OFICINAS,250.66,15440656
04/30/2025,ABRIL,2025,SANTIAGO,SANTIAGO,VILLA OLÍMPICA,VUC2246-2024,APARTAMENTOS,11739,723122400
04/30/2025,ABRIL,2025,SANTO DOMINGO,SANTO DOMINGO ESTE,ALMA ROSA I,VUC0148-2025,APARTAMENTOS,6478,399044800
04/30/2025,ABRIL,2025,SANTO DOMINGO,SANTO DOMINGO ESTE,HAINAMOSA,93268-R,APARTAMENTOS,0,0
04/30/2025,ABRIL,2025,SANTO DOMINGO,SANTO DOMINGO ESTE,LOS ALPES,VUC0289-2023,APARTAMENTOS,1137,70039200
04/30/2025,ABRIL,2025,SANTO DOMINGO,SANTO DOMINGO ESTE,LOS TRES OJOS,VUC1303-2024,APARTAMENTOS,1599.51,98529816
04/30/2025,ABRIL,2025,SANTO DOMINGO,SANTO DOMINGO ESTE,PRADO ORIENTAL,VUC1633-2024,APARTAMENTOS,606.82,37380112
04/30/2025,ABRIL,2025,SANTO DOMINGO,SANTO DOMINGO ESTE,PRADO ORIENTAL,VUC1937-2023,APARTAMENTOS,612.08,37704128
04/30/2025,ABRIL,2025,SANTO DOMINGO,SANTO DOMINGO ESTE,PRADO ORIENTAL,VUC2038-2024,APARTAMENTOS,1786.32,110037312
04/30/2025,ABRIL,2025,SANTO DOMINGO,SANTO DOMINGO ESTE,PRADOS DEL ESTE,VUC1438-2023,COMERCIAL Y OFICINAS,1845.79,113700664
04/30/2025,ABRIL,2025,SANTO DOMINGO,SANTO DOMINGO ESTE,RESIDENCIAL REGINA,VUC1993-2024,APARTAMENTOS,1118,68868800
04/30/2025,ABRIL,2025,SANTO DOMINGO,SANTO DOMINGO ESTE,URBANIZACIÓN ITALIA,VUC2348-2024,APARTAMENTOS,260.69,16058504
04/30/2025,ABRIL,2025,SANTO DOMINGO,SANTO DOMINGO OESTE,HATO NUEVO,VUC0586-2024,ESTRUCTURAS ESPECIALES,1798.42,110782672
04/30/2025,ABRIL,2025,SANTO DOMINGO,SANTO DOMINGO OESTE,URBANIZACIÓN COLINAS DEL OESTE,VUC0374-2025,VIVIENDAS,394.53,24303048
05/06/2025,MAYO,2025,SANTO DOMINGO,SANTO DOMINGO ESTE,CIUDAD JUAN BOSCH,VUC0617-2025,COMERCIAL Y OFICINAS,0,0
05/06/2025,MAYO,2025,SANTO DOMINGO,SANTO DOMINGO ESTE,RESIDENCIAL FERNÁNDEZ ORIENTAL,VUC0135-2024,APARTAMENTOS,1811.15,111566840
05/09/2025,MAYO,2025,SANTIAGO,PUÑAL,URBANIZACIÓN EL COPAL II,VUC0503-2025,VIVIENDAS,520.55,32065880
05/09/2025,MAYO,2025,SANTIAGO,SANTIAGO,LA OTRA BANDA,94197-R,APARTAMENTOS,0,0
05/12/2025,MAYO,2025,AZUA,AZUA,NO IDENTIFICADO,VUC1132-2023,ESTACIÓN DE COMBUSTIBLE,497.32,30634912
05/12/2025,MAYO,2025,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMÁN,LOS RÍOS,VUC2436-2024,VIVIENDAS,0,0
05/12/2025,MAYO,2025,DUARTE,SAN FRANCISCO DE MACORÍS,URBANIZACIÓN NEFTALÍ,VUC0296-2025,APARTAMENTOS,0,0
05/12/2025,MAYO,2025,DUARTE,SAN FRANCISCO DE MACORÍS,URBANIZACIÓN TERRANOVA,395-R RNE,APARTAMENTOS,0,0
05/12/2025,MAYO,2025,SANTO DOMINGO,SANTO DOMINGO NORTE,VILLA MELLA,VUC0385-2024,APARTAMENTOS,3594.8,221439680
05/13/2025,MAYO,2025,LA ALTAGRACIA,HIGÜEY,GÜIRI GÜIRI,00180 RY,COMBINADOS,2105.68,129709888
05/13/2025,MAYO,2025,SAMANÁ,LAS TERRENAS,LA BALLENA,VUC2156-2024,APARTAMENTOS,3664,225702400
